2025-08-29 07:26:36 | INFO | 🚀 專業級PDF映射器初始化完成
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\medical_form_最小數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\medical_form_最小數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 模板架構導出成功: data/output/medical_form_schema_20250829_073112.json
2025-08-29 07:31:12 | INFO | 模板架構導出成功: data/output/medical_form_schema_20250829_073112.json
2025-08-29 07:31:12 | INFO | 模板架構導出成功: data/output/medical_form_schema_20250829_073112.json
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: medical_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\employee_form_正常數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\employee_form_正常數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\employee_form_正常數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\employee_form_變化數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\employee_form_變化數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 專業PDF生成成功: data\output\employee_form_變化數據_20250829_073112.pdf
2025-08-29 07:31:12 | INFO | 模板架構導出成功: data/output/employee_form_schema_20250829_073112.json
2025-08-29 07:31:12 | INFO | 模板架構導出成功: data/output/employee_form_schema_20250829_073112.json
2025-08-29 07:31:12 | INFO | 模板架構導出成功: data/output/employee_form_schema_20250829_073112.json
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
2025-08-29 07:31:12 | INFO | 數據驗證通過: employee_form
